"","season","episode_num_in_season","episode_num_overall","Episode","patients_name","medical_diagnosis","icd_code","category","organs_affected","directed_by","written_by","us_viewers","original_air_date","imdb_rating","total_votes","description"
"238",8,7,162,"Dead & Buried","Iris and Drew Lemayne","Dissociative [conversion] disorders","F44","PSYCHIATRIC","BRAIN, NS ","Miguel Sapochnik","David Hoselton",7460000,"21 Nov. 2011",8.2,1794,"House is more interested in a case that Foreman brings of a 4 year old dead boy than the 14 year old live girl. The team takes care of her while he sees the boy's dad and corpse."
"239",8,7,162,"Dead & Buried","Iris Lemayne","Malignant neoplasm of placenta","C58","NEOPLASTIC","PLACENTA","Miguel Sapochnik","David Hoselton",7460000,"21 Nov. 2011",8.2,1794,"House is more interested in a case that Foreman brings of a 4 year old dead boy than the 14 year old live girl. The team takes care of her while he sees the boy's dad and corpse."
"240",8,7,162,"Dead & Buried","Drew Lemayne","Other specified congenital malformation syndromes, not elsewhere classified","Q878","OBSGYN","UG","Miguel Sapochnik","David Hoselton",7460000,"21 Nov. 2011",8.2,1794,"House is more interested in a case that Foreman brings of a 4 year old dead boy than the 14 year old live girl. The team takes care of her while he sees the boy's dad and corpse."
"241",8,8,163,"Perils of Paranoia","Tommy","Diphtheria","A36","INFECTIOUS","PHARYNX","David Straiton","Thomas L. Moran",7410000,"28 Nov. 2011",7.9,1747,"A prosecutor in court thinks, he has a heart attack. Is it an anxiety attack? He has an arsenal hidden from his wife in their home. Taub tries to fix Foreman up with a nurse."
"242",8,9,164,"Better Half","Andres Tavares","Reye syndrome","G937","PEDIATRIC","LIVER, NS","Greg Yaitanes","Kath Lingenfelter",8760000,"23 Jan. 2012",8.1,1785,"A man with Alzheimer's is offered a trial treatment after which he pukes blood. He ends with House and co. His wife claims to have an asexual marriage. House doesn't believe in asexual and bets Wilson."
"243",8,9,164,"Better Half","Andres Tavares","Reye syndrome","G937","NEUROLOGIC","LIVER, NS","Greg Yaitanes","Kath Lingenfelter",8760000,"23 Jan. 2012",8.1,1785,"A man with Alzheimer's is offered a trial treatment after which he pukes blood. He ends with House and co. His wife claims to have an asexual marriage. House doesn't believe in asexual and bets Wilson."
"244",8,10,165,"Runaways","Callie Rogers","Ascariasis","B77","INFECTIOUS","GI","Sanford Bookstaver","Marqui Jackson",8730000,"30 Jan. 2012",7.8,1721,"A runaway girl thinks she has asthma. While seeing House, her ear starts bleeding. Further treatment requires adult consent or social services. House enjoys not having an ankle monitor."
"245",8,11,166,"Nobody's Fault","Bill Koppelman","Tumour lysis syndrome","E883","NEOPLASTIC","SKIN, THYROID GLAND, GI","Greg Yaitanes","David Foster & Russel Friend & Garrett Lerner",7090000,"6 Feb. 2012",9.2,2852,"When a violent incident involving a patient has serious consequences for one staff member, House and the team are placed under review by Dr. Walter Cofield, Foreman's former mentor and current Chief of Neurology. As House and each member of his team recount the details of the dramatic and life-threatening incident, Cofield must weigh the team's unconventional brand of collaboration against their ability to save lives."
"246",8,12,167,"Chase","Moira Parker","Other giant cell arteritis","M316","AUTOIMMUNE","VASCULAR","Matt Shakman","Peter Blake & Eli Attie",7160000,"13 Feb. 2012",8.9,2406,"Chase is back. His first patient is a cute nun about to make her final vow. While still blaming House, he needs his help with his patient. House and Taub try to one-up each other with pranks."
"247",8,12,167,"Chase","Moira Parker","Other giant cell arteritis","M316","CONNECTIVE","VASCULAR","Matt Shakman","Peter Blake & Eli Attie",7160000,"13 Feb. 2012",8.9,2406,"Chase is back. His first patient is a cute nun about to make her final vow. While still blaming House, he needs his help with his patient. House and Taub try to one-up each other with pranks."
"248",8,13,168,"Man of the House","Joe Reese","Autoimmune thyroiditis","E063","AUTOIMMUNE","THYROID GLAND","Colin Bucksey","Sara Hess & Liz Friedman",7080000,"20 Feb. 2012",8,1705,"A marriage counselor collapses during a speaking engagement, but when he is put under close evaluation, the team notice changes in his behavior that conflict with his motivational message on the roles of men and women. Meanwhile, House and his Ukrainian ""wife"" Dominika make a deal to convince Immigration that they are a happily married couple. Also, House decides to name a team leader."
"249",8,14,169,"Love Is Blind","Will Westwood","Mucormycosis, unspecified","B465","INFECTIOUS","LUNGS","Tim Southam","John C. Kelley",5940000,"19 Mar. 2012",8,1782,"A blind man has just bought an engagement ring when his hearing gets super sensitive. Seizure? House's mom drops by with a surprise. Park has an LSD trip."
"250",8,15,170,"Blowing the Whistle","Brant Macklin","Typhus fever","A75","INFECTIOUS","REN, LUNGS, SKIN","Julian Higgins","Story by: Danny WeissTeleplay by: Danny Weiss & Seth Hoffman",6670000,"2 Apr. 2012",7.4,1697,"A patient is caught between family and a code of honor."
"251",8,16,171,"Gut Check","Bobby Hatcher","Guillain-Barré syndrome","G610","AUTOIMMUNE",NA,"Miguel Sapochnik","Jamie Conway & David Hoselton",6010000,"9 Apr. 2012",7.7,1693,"A hockey player's on-ice fighting takes a turn for the worse."
"252",8,16,171,"Gut Check","Bobby Hatcher","Guillain-Barré syndrome","G610","NEUROLOGIC",NA,"Miguel Sapochnik","Jamie Conway & David Hoselton",6010000,"9 Apr. 2012",7.7,1693,"A hockey player's on-ice fighting takes a turn for the worse."
"253",8,17,172,"We Need the Eggs","Henry","Meningitis in other infectious and parasitic diseases classified elsewhere","G02","NEUROLOGIC","NS","David Straiton","Peter Blake & Sara Hess",5610000,"16 Apr. 2012",7.9,1722,"House and the team take on the case of a man who starts tearing blood. Meanwhile, House is interviewing for a new favorite hooker, since his current favorite, Emily, has decided to get married and leave the business. Desperate for Emily ""companionship,"" House teams up with his ""wife"" Dominika to sabotage Emily's budding relationship."
"254",8,18,173,"Body and Soul","Lue","Patent ductus arteriosus","Q250","OBSGYN","BV","Stefan Schwartz","Dustin Paddock",6490000,"23 Apr. 2012",8,1835,"The team analyzes the significance of dreams."
"255",8,18,173,"Body and Soul","Lue","Patent ductus arteriosus","Q250","OBSGYN","VASCULAR","Stefan Schwartz","Dustin Paddock",6490000,"23 Apr. 2012",8,1835,"The team analyzes the significance of dreams."
"256",8,19,174,"The C Word","Emily Lawson","Benign neoplasm: Connective and other soft tissue, unspecified","D219","NEOPLASTIC","SKIN","Hugh Laurie","John C. Kelley & Marqui Jackson",6450000,"30 Apr. 2012",9,2649,"6 y.o. Emily gets a nose bleed and faints. Her dad gets her to the hospital, her mom's a doctor. Wilson has cancer, House is there for him."
"257",8,20,175,"Post Mortem","Dr. Penza","Hypothyroidism due to medicaments and other exogenous substances","E032","METABOLIC","THYROID GLAND","Peter Weller","David Hoselton & Kath Lingenfelter",6090000,"7 May 2012",8.8,2059,"The team treats a fellow doctor wary of their skills. Meanwhile Wilson forces House in a roadtrip."
"258",8,21,176,"Holding On","Derrick","Congenital malformation of ear ossicles","Q163","OBSGYN","EAR","Miguel Sapochnik","Russel Friend & Garrett Lerner & David Foster",6450000,"14 May 2012",9.1,2471,"A patient's illness has its roots in the body and mind. Wilson, and House, tries to come to term with the cancer."
"259",8,22,177,"Everybody Dies","Oliver","Foreign body in larynx","T173","RESP","LARYNX","David Shore","David Shore & Peter Blake & Eli Attie",8720000,"21 May 2012",9.3,5471,"Treating a drug addict patient results in House examining his life, his future and confronting his own personal demons."
"260",6,1,111,"Broken",NA,NA,NA,NA,NA,"Katie Jacobs","Russel Friend & Garrett Lerner & David Foster & David Shore",15760000,"21 Sep. 2009",9.7,8376,"House fights his doctors, the staff and his fellow patients when he's forced to stay in the psychiatric hospital under threat of permanently losing his medical license."
"261",6,2,112,"Broken",NA,NA,NA,NA,NA,"Katie Jacobs","Russel Friend & Garrett Lerner & David Foster & David Shore",15760000,"21 Sep. 2009",9.7,8376,"House fights his doctors, the staff and his fellow patients when he's forced to stay in the psychiatric hospital under threat of permanently losing his medical license."
"262",6,14,124,"5 to 9",NA,NA,NA,NA,NA,"Andrew Bernstein","Thomas L. Moran",13600000,"8 Feb. 2010",8.5,2789,"This is a hectic day in Cuddy's life from 5AM to 9PM. Giving an insurance company an ultimatum could bankrupt the hospital. She fires an employee for theft. Her child's sick. A patient won't pay for a reattached thumb."
"263",6,17,127,"Lockdown",NA,NA,NA,NA,NA,"Hugh Laurie","Story by: Eli Attie & Peter BlakeTeleplay by: Russel Friend & Garrett Lerner & Peter Blake & Eli Attie",10800000,"12 Apr. 2010",8.8,2637,"When a newborn disappears from the nursery, Princeton Plainsboro goes on lockdown, preventing anyone from entering, leaving or moving within the hospital. While House and his team members are trapped in various parts of the building, new insights about the team's personal histories, relationships and regrets surface."
